Row_ID,Y1,Var0,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8
232,D,0.414,0.384556571,-0.560118744,-0.200076617,-1.505349891,0.176491878,0.133228783,0.931629447,-0.24774312
233,A,0.276,0.123552312,1.001744484,0.381472862,0.443933941,0.10612117,0.133228783,0.20755771,1.172433882
234,R,0.828,0.64556083,1.001744484,0.381472862,0.751715606,-0.738327331,-0.941871154,-0.194704366,0.275479987
235,L,0.966,-0.137451947,-0.169652937,-0.200076617,-0.787192663,-0.245732372,-0.511831179,0.770724616,0.499718462
236,A,0.724,-0.137451947,0.611278677,0.963022342,0.341340086,-0.245732372,-0.511831179,-0.033799535,0.275479989
237,V,0.379,-0.137451947,-0.169652937,-0.200076617,-0.787192643,-0.597585914,-0.941871154,0.690272201,-0.172996957
238,A,0.379,-0.920464724,-0.560118744,-0.781626097,-0.889786518,1.232052504,-0.83436116,1.092534277,0.873449255
239,J,0.621,-0.137451947,-0.169652937,0.381472862,0.03355846,-0.104990955,-0.511831179,0.448914956,0.275479992
240,O,0.241,0.384556571,0.611278677,0.381472862,0.23874624,-0.879068748,-1.156891141,-0.194704366,0.424972309
241,A,0.276,0.64556083,1.001744484,0.381472862,0.03355848,-0.456844497,0.240738777,0.288010125,1.022941574
242,U,0.586,0.906565089,-0.950584551,-0.781626097,-1.607943676,-2.990189999,0.563268758,0.609819786,0.649210786
243,U,0.586,-0.659460465,-0.950584551,-0.781626097,-1.505349781,0.176491878,-0.189301198,1.172986692,-0.172996951
244,S,0.724,-0.398456206,-0.560118744,-0.781626097,-0.684598687,0.317233295,1.208328721,1.092534277,0.350226155
245,B,0.828,-0.659460465,-0.950584551,-0.781626097,-0.992380334,-0.034620247,-0.189301198,0.448914956,-1.368935476
246,V,0.034,-0.659460465,-0.950584551,-0.781626097,-0.992380324,0.035750461,-0.189301198,0.04665288,0.64921079
247,D,0.414,-0.137451947,-0.950584551,0.381472862,-1.197568084,-0.104990955,-0.511831179,0.690272201,0.723956948
248,U,0.414,0.123552312,-0.169652937,0.963022342,0.341340206,-0.175361664,-0.619341173,0.04665288,-0.02350463
249,W,0.034,-0.659460465,-0.560118744,-0.781626097,-1.197568064,0.317233295,-0.511831179,0.931629447,-0.172996945
250,K,0.138,-1.181468983,-0.950584551,-1.363175576,-1.402755825,0.739457545,1.100818727,0.931629447,0.125987687
251,L,0.138,-0.659460465,-0.950584551,-0.781626097,-0.582004733,0.809828254,1.423348708,1.092534277,0.125987688
252, ,0.586,-0.398456206,-0.560118744,-0.781626097,-0.684598607,0.880198962,1.423348708,1.092534277,0.723956953
253,H,0.517,-0.659460465,-0.950584551,-0.781626097,-1.197568024,0.246862586,-0.511831179,1.092534277,0.574464638
254,Q,0.379,-0.920464724,-0.950584551,-1.363175576,-1.505349671,0.52834542,0.02571879,1.494796353,0.649210798
255,N,0.414,-0.137451947,0.22081287,0.381472862,0.136152505,-0.245732372,-0.941871154,0.04665288,0.57446464
256,A,0.793,-0.398456206,-0.560118744,-0.781626097,-1.30016188,-0.316103081,-0.619341173,1.012081862,0.574464641
257,H,0.138,-0.659460465,-0.950584551,-0.781626097,-1.30016187,-0.597585914,0.133228783,0.529367371,0.798703116
258,R,0.586,-0.137451947,0.22081287,-0.200076617,-0.069035236,-0.316103081,-0.296811191,0.288010125,0.051241537
259,D,0.828,-1.181468983,-1.341050359,-0.781626097,-1.505349621,0.669086837,1.315838714,1.012081862,0.424972328
260,H,0.517,-0.659460465,-0.560118744,-0.200076617,-0.376816872,0.669086837,0.670778752,1.253439108,-0.32248925
261,A,0.138,-0.137451947,-0.169652937,-0.200076617,-0.274222977,0.10612117,-0.619341173,0.448914956,-0.322489249
262,I,0.103,0.64556083,-0.169652937,-0.200076617,-0.069035196,-1.934629374,-1.371911129,-0.757871272,0.723956963
263,W,0.241,-0.398456206,-0.950584551,-0.781626097,-0.479410727,-1.371663706,0.993308733,-1.321038178,0.948195438
264,H,0.414,-0.920464724,-0.950584551,-0.781626097,-1.505349571,-0.245732372,-0.404321185,1.012081862,0.424972333
265,L,0.793,-0.920464724,-0.950584551,-0.781626097,-1.607943446,0.387604003,0.240738777,1.172986692,-0.920458509
266,A,0.034,-0.137451947,-0.169652937,0.963022342,0.751715926,-0.738327331,0.778288746,-1.803752669,-2.415381667
267,D,0.276,-0.920464724,-0.950584551,-0.781626097,-0.992380114,1.232052504,-0.404321185,1.253439108,0.798703126
268,U,0.034,0.384556571,0.22081287,0.381472862,0.03355875,-0.597585914,-0.189301198,0.368462541,1.097687759
269,Z,0.103,1.689577866,1.392210291,0.963022342,1.162091498,-1.23092229,-1.049381148,-0.677418857,-3.013350927
270,D,0.655,-0.137451947,-0.169652937,0.381472862,0.23874654,-0.386473789,-0.511831179,-0.436061611,0.948195445
271,D,0.897,-0.137451947,-0.560118744,0.381472862,-0.582004533,0.809828254,-0.081791204,0.529367371,0.275480024
272,N,0.207,-0.659460465,-0.950584551,-0.781626097,-1.505349491,-0.104990955,-0.189301198,0.851177032,0.051241551
273,H,0.379,-0.920464724,-0.950584551,-0.781626097,-1.505349481,0.246862586,0.133228783,1.253439108,-0.920458501
274,W,0.759,0.384556571,1.392210291,0.963022342,0.751716006,-0.808698039,-1.264401135,-0.194704366,0.200733869
275,S,0.276,0.123552312,0.611278677,0.381472862,0.341340476,-0.175361664,-1.049381148,-0.033799535,0.798703134
276,U,0.034,-0.137451947,-0.169652937,0.381472862,0.136152715,0.035750461,-0.726851166,0.448914956,1.172433925
277,A,0.517,-0.920464724,-1.341050359,-0.781626097,-1.505349441,0.387604003,0.778288746,1.012081862,0.051241556
278,V,0.621,-0.920464724,-0.950584551,-0.781626097,-1.505349431,0.246862586,0.02571879,1.092534277,0.051241557
279,H,0.552,0.123552312,0.22081287,0.381472862,0.23874663,-0.104990955,-0.511831179,0.127105295,0.798703138
280,H,0.586,0.384556571,1.392210291,-0.200076617,0.03355887,-1.019810164,-0.081791204,0.127105295,2.368372456
281,F,0.759,0.123552312,0.22081287,0.381472862,0.03355888,-0.175361664,-0.404321185,0.288010125,0.79870314
282,A,0.724,-0.659460465,-0.560118744,-0.200076617,-0.992379964,-0.034620247,0.348248771,0.20755771,0.200733877
283,",",0.414,-0.659460465,-0.560118744,-0.781626097,-1.30016161,-0.245732372,-0.619341173,0.931629447,0.200733878
284,K,0.379,-0.920464724,-0.560118744,-0.200076617,-1.094973829,-0.104990955,-0.296811191,0.690272201,0.275480037
285,U,0.517,0.123552312,-0.169652937,0.381472862,-0.069034966,-0.104990955,-0.619341173,0.368462541,-0.172996909
286,Q,0.483,0.123552312,1.001744484,-0.200076617,0.443934471,-0.034620247,-0.404321185,-0.033799535,0.499718513
287,K,0.552,-0.920464724,-1.341050359,-0.781626097,-1.710537111,-0.175361664,0.563268758,0.931629447,0.424972356
288,Z,0.966,-0.659460465,-0.950584551,-0.781626097,-1.197567674,0.317233295,0.133228783,1.172986692,0.125987725
289,A,0.034,-0.137451947,-0.560118744,-0.200076617,-0.992379894,-0.104990955,-0.081791204,0.609819786,0.051241568
290,R,0.586,-0.659460465,-0.950584551,-0.781626097,-1.197567654,1.161681796,-0.081791204,1.012081862,1.321926255
291,P,0.103,0.384556571,0.611278677,0.381472862,0.136152865,-0.175361664,-0.726851166,0.20755771,1.321926256
292,",",0.655,-0.920464724,-0.950584551,-0.200076617,-1.607943176,-0.667956623,0.133228783,0.931629447,0.723956993
293,H,0.241,-0.137451947,-0.560118744,-0.200076617,-1.402755395,-0.175361664,0.02571879,1.012081862,0.948195468
294,X,0.276,-0.398456206,-0.560118744,-0.200076617,-1.607943156,-0.667956623,-0.511831179,1.092534277,0.125987731
295,H,0.966,0.384556571,0.22081287,-0.200076617,0.23874679,-0.456844497,-0.83436116,-0.355609196,1.247180102
296,W,0.586,0.64556083,0.22081287,0.381472862,0.2387468,-1.019810164,-0.619341173,0.20755771,1.097687787
297,H,0.828,-0.920464724,-0.560118744,-0.781626097,-1.30016147,0.035750461,0.133228783,0.931629447,1.097687788
298,U,0.483,0.384556571,0.22081287,-0.200076617,0.136152935,-0.597585914,-0.83436116,-0.194704366,0.051241577
299,C,0.793,0.123552312,0.611278677,-0.200076617,-0.069034826,0.10612117,-0.83436116,0.368462541,0.35022621
300,D,0.586,0.906565089,0.611278677,0.963022342,0.443934611,-1.160551581,-0.941871154,-0.275156781,0.574464685
301,Q,0.379,0.906565089,0.22081287,0.381472862,-0.479410347,-1.371663706,-0.726851166,0.127105295,-0.247743051
302,A,0.103,-0.137451947,-0.950584551,-0.200076617,-1.607943076,-1.019810164,-0.189301198,1.172986692,0.350226213
303,W,0.034,-0.920464724,-0.950584551,-0.781626097,-2.120912492,-1.090180873,1.960898677,0.931629447,-0.322489207
304,D,0.345,-1.181468983,-0.950584551,-1.363175576,-1.813130827,0.10612117,0.670778752,1.414343938,0.200733899
305,W,0.034,-0.137451947,0.22081287,0.381472862,-0.069034766,-0.245732372,-0.619341173,0.127105295,1.396672427
306,W,0.793,0.123552312,-0.560118744,-0.200076617,-1.505349151,-1.019810164,-0.404321185,1.253439108,1.321926271
307,A,0.483,0.906565089,0.22081287,0.381472862,0.03355914,-1.301292998,-1.371911129,-0.355609196,1.172433956
308,H,0.414,-0.137451947,-0.950584551,-0.200076617,-1.607943016,-1.23092229,0.02571879,0.931629447,-0.02350457
309,A,0.034,0.123552312,-0.560118744,0.381472862,-1.197567464,-1.23092229,-0.941871154,0.609819786,1.396672431
310,A,0.828,0.384556571,-0.169652937,-0.200076617,-0.684598027,-0.949439456,-0.404321185,0.690272201,-0.247743042
311,Z,0.897,0.64556083,-0.560118744,-0.200076617,-1.094973559,-1.23092229,-0.83436116,0.20755771,0.649210855
312,C,0.621,0.123552312,-0.169652937,0.381472862,-1.094973549,-0.949439456,-0.726851166,0.770724616,0.424972381
313,R,0.793,0.64556083,-0.169652937,-0.200076617,-0.171628571,-0.738327331,-0.83436116,-0.194704366,0.49971854
314,H,0.379,-0.659460465,-1.341050359,-1.363175576,-2.120912382,-2.427224332,1.423348708,0.931629447,0.275480067
315,U,0.034,-0.659460465,-0.169652937,-0.781626097,-0.992379634,0.95056967,-0.619341173,1.172986692,0.649210859
316,F,0.103,0.64556083,-0.169652937,0.381472862,-0.274222427,-0.527215206,-0.619341173,0.127105295,-0.397235352
317,J,0.241,-0.659460465,-1.341050359,-0.781626097,-1.915724582,-2.145741499,1.208328721,0.690272201,-0.023504561
318,A,0.621,0.123552312,-0.950584551,-0.781626097,-1.607942916,-1.019810164,-0.511831179,1.333891523,0.948195493
319,A,0.138,0.123552312,-0.169652937,-0.781626097,-0.376816282,-0.245732372,-0.404321185,0.368462541,-0.322489191
320,P,0.586,-0.659460465,-0.950584551,-0.781626097,-1.607942896,0.387604003,0.455758765,1.092534277,-0.172996874
321,G,0.034,0.64556083,-0.560118744,0.381472862,-0.171628491,-1.090180873,-0.404321185,-0.677418857,1.471418601
322,H,0.034,-0.398456206,-1.341050359,-0.781626097,-2.120912302,-2.356853624,1.100818727,0.609819786,0.125987759
323,",",0.379,-0.659460465,-1.341050359,-0.781626097,-2.018318408,-1.793887957,1.208328721,1.012081862,0.723957024
324,H,0.034,-0.137451947,-0.950584551,-0.781626097,-2.018318398,-2.638336457,0.993308733,0.529367371,-0.696219975
325,X,0.621,-0.398456206,-0.950584551,-0.781626097,-1.915724502,-1.582775832,0.455758765,1.172986692,-0.471981501
326,",",0.276,0.123552312,-0.950584551,-0.781626097,-1.607942836,-1.442034415,-0.83436116,1.012081862,-0.09825071
327,J,0.586,-0.659460465,-1.341050359,-0.781626097,-2.120912252,-1.582775832,1.315838714,0.609819786,-1.294189236
328,A,0.034,-0.137451947,-1.341050359,-1.363175576,-2.018318358,-2.427224332,0.670778752,0.770724616,1.546164766
329,Q,0.483,0.123552312,-0.169652937,-0.200076617,-1.710536691,-2.005000082,1.315838714,0.127105295,1.09768782
330,N,0.828,-0.920464724,-0.950584551,-0.781626097,-1.607942796,0.598716128,0.778288746,0.931629447,-0.098250706
331,L,0.207,1.950582125,-0.950584551,0.381472862,-1.607942786,-2.779077874,0.778288746,0.04665288,-1.294189232
332,D,0.517,-0.137451947,-0.560118744,-0.200076617,-1.30016112,-0.456844497,-0.296811191,0.931629447,-0.621473809
333,F,0.517,0.123552312,-0.950584551,-0.781626097,-1.813130537,-1.934629374,1.100818727,1.012081862,0.649210877
334,C,0.034,0.64556083,-0.560118744,-0.200076617,-1.505348871,-1.582775832,-0.726851166,1.092534277,-1.219443072
335,H,0.034,-0.659460465,-1.341050359,-0.781626097,-2.120912172,-2.286482915,0.88579874,0.770724616,0.873449352
336,A,0.034,-0.920464724,-0.560118744,-0.781626097,-1.30016108,1.302423212,-0.726851166,1.333891523,0.64921088
337,Q,0.966,-0.659460465,-0.169652937,-0.200076617,-0.992379414,0.809828254,-0.619341173,0.931629447,1.172433986
338,V,0.793,-0.137451947,-1.341050359,1.544571821,-2.531287684,-2.638336457,0.778288746,0.288010125,-0.39723533
339,A,0.759,0.64556083,0.22081287,0.381472862,-0.274222197,-0.527215206,-0.941871154,-0.033799535,1.172433988
340,G,0.207,0.384556571,-0.169652937,0.381472862,-0.479409957,-1.019810164,-0.511831179,0.20755771,0.798703199
341,B,0.414,-0.659460465,-1.341050359,-0.781626097,-2.223505997,-3.130931416,0.670778752,0.368462541,-1.593173854
342,H,0.621,0.123552312,-0.950584551,-0.200076617,-1.30016102,-0.386473789,0.02571879,0.770724616,-0.322489168
343,V,0.034,-0.137451947,-0.169652937,-0.200076617,-1.915724322,-2.708707166,0.88579874,0.20755771,0.200733938
344,A,0.276,-0.659460465,-0.560118744,-0.781626097,-0.787191573,0.739457545,-0.189301198,0.931629447,-2.340635431
345,O,0.103,1.428573607,0.22081287,0.381472862,-0.582003793,-1.723517248,-1.69444111,0.04665288,0.873449362
346,A,0.828,0.384556571,0.22081287,-0.200076617,-0.889785438,-1.371663706,-0.189301198,0.04665288,-1.966904638
347,U,0.034,-0.920464724,-1.341050359,-1.363175576,-2.326099823,-2.216112207,0.993308733,1.172986692,0.723957048
348,S,0.621,0.384556571,-0.950584551,-1.363175576,-1.607942616,-1.512405123,-0.511831179,0.770724616,-0.322489162
349,P,0.414,0.123552312,-0.950584551,-0.781626097,-2.018318148,-2.919819291,0.348248771,0.288010125,-0.397235319
350,Q,0.828,0.123552312,-1.341050359,-0.781626097,-1.915724252,-2.286482915,0.670778752,1.172986692,0.424972419
351,P,0.276,0.384556571,-0.950584551,-0.781626097,-1.915724242,-2.356853624,-0.511831179,1.172986692,-0.023504527
352,D,0.586,0.123552312,-0.950584551,-0.200076617,-1.710536461,-1.090180873,-0.941871154,1.253439108,-1.368935369
353,U,0.621,-0.137451947,-0.950584551,-0.781626097,-1.505348681,-1.019810164,-0.619341173,0.931629447,0.649210897
354,R,0.034,-0.398456206,-0.950584551,-0.781626097,-1.915724212,-1.23092229,0.455758765,1.012081862,1.097687845
355,L,0.379,0.123552312,0.22081287,-0.200076617,-0.376815922,-0.245732372,-0.83436116,0.288010125,1.471418635
356,H,0.034,0.64556083,-0.560118744,0.381472862,-0.376815912,-0.738327331,-0.941871154,0.609819786,1.022941689
357,S,0.724,-0.659460465,-0.950584551,-0.781626097,-1.30016087,1.372793921,-0.511831179,1.253439108,0.873449374
358,V,0.138,0.64556083,0.22081287,-0.200076617,-0.992379204,-1.23092229,-0.83436116,0.368462541,0.051241637
359,A,0.414,0.123552312,-0.950584551,0.963022342,-1.607942506,-1.442034415,-0.83436116,0.931629447,0.35022627
360,B,0.414,0.123552312,-0.560118744,-0.781626097,-0.992379184,-1.090180873,-0.511831179,0.368462541,1.097687851
361,L,0.586,1.428573607,0.22081287,-0.200076617,0.03355968,-1.23092229,-1.264401135,-0.355609196,0.05124164
362,H,0.034,-0.137451947,-0.560118744,-0.200076617,-0.479409737,-0.175361664,0.133228783,0.04665288,0.723957063
363,D,0.034,-0.137451947,-0.169652937,-0.200076617,0.0335597,0.598716128,-0.404321185,-0.194704366,0.1259878
364,L,0.034,-0.920464724,-0.950584551,-0.781626097,-1.915724112,-0.034620247,0.455758765,1.172986692,-0.247742988
365,U,0.586,-0.659460465,-0.560118744,-0.781626097,-1.30016079,1.091311087,-0.619341173,1.092534277,-0.172996829
366,K,0.724,0.384556571,-0.169652937,-0.200076617,-0.992379124,-1.019810164,-0.726851166,0.770724616,-0.322489144
367,X,0.241,0.906565089,-0.950584551,-0.781626097,-0.992379114,-1.793887957,1.100818727,1.333891523,1.097687858
368,H,0.759,-0.137451947,-0.950584551,-0.200076617,-1.710536301,-1.65314654,-1.264401135,0.770724616,0.873449385
369,R,0.103,2.211586384,0.611278677,0.381472862,0.546529187,-2.145741499,-1.69444111,-0.677418857,0.798703228
370,K,0.828,-0.659460465,-0.560118744,-0.781626097,-0.376815772,0.387604003,0.455758765,0.04665288,0.798703229
371,W,0.724,0.384556571,-0.560118744,-0.200076617,-1.505348501,-0.949439456,-0.83436116,0.931629447,0.350226282
372,D,0.207,0.384556571,-0.560118744,-0.200076617,-1.094972949,-1.090180873,-0.83436116,0.448914956,-0.99520456
373,R,0.966,0.384556571,-0.560118744,-0.781626097,-0.582003513,-0.597585914,-0.511831179,0.529367371,-0.397235295
374,A,0.724,-0.398456206,-0.950584551,-0.781626097,-1.710536241,-0.386473789,-0.511831179,1.253439108,0.574464759
375,L,0.552,-0.659460465,-1.341050359,-1.363175576,-1.710536231,-0.527215206,0.88579874,1.172986692,0.20073397
376,A,0.586,-0.137451947,-0.560118744,-0.781626097,-0.787191253,-0.245732372,-0.511831179,0.690272201,0.275480129
377,J,0.586,-0.398456206,-0.950584551,-0.781626097,-1.710536211,-0.667956623,-0.511831179,1.333891523,1.097687868
378,R,0.034,-0.398456206,-0.950584551,-0.781626097,-0.787191233,0.387604003,-0.081791204,0.448914956,0.424972447
379,L,0.034,-0.398456206,-0.950584551,-0.781626097,-1.607942306,-0.667956623,-0.941871154,1.253439108,0.948195554
380,A,0.103,1.689577866,0.611278677,0.963022342,0.546529297,-2.145741499,-2.447011066,-1.079680933,2.368372556
381,L,0.724,-0.659460465,-0.950584551,-0.781626097,-1.402754515,0.035750461,-0.081791204,1.092534277,0.125987818
382,O,0.379,-0.659460465,-0.950584551,-0.781626097,-1.710536161,-0.175361664,-0.404321185,1.253439108,1.097687873
383,A,0.483,-0.920464724,-0.950584551,-0.781626097,-1.915723922,-0.034620247,0.240738777,1.333891523,-1.368935338
384,R,0.138,-0.398456206,-0.950584551,-0.781626097,-0.684597287,0.176491878,0.02571879,0.20755771,0.948195559
385,H,0.828,-0.137451947,-0.560118744,-0.781626097,-0.787191163,-0.245732372,-0.619341173,0.690272201,1.097687876
386,I,0.034,0.123552312,-0.560118744,-0.200076617,-0.992378924,-0.808698039,-0.941871154,0.529367371,1.172434035
387,L,0.793,0.123552312,-0.560118744,-0.781626097,-0.787191143,-0.527215206,-0.404321185,0.529367371,-0.322489123
388,A,0.034,-0.659460465,-0.950584551,-0.781626097,-1.607942216,-0.245732372,-0.296811191,1.253439108,0.499718615
389,A,0.276,-1.181468983,-0.950584551,-0.781626097,-1.915723862,0.52834542,0.455758765,1.414343938,-0.023504489
390,D,0.241,0.64556083,0.22081287,-0.200076617,-0.889784998,-0.879068748,-0.511831179,0.04665288,0.275480143
391,J,0.241,-0.659460465,-0.950584551,-0.781626097,-1.402754415,-0.456844497,-0.404321185,1.012081862,1.097687882
392,A,0.276,-0.398456206,-0.950584551,0.963022342,-1.402754405,-1.160551581,-0.511831179,1.253439108,1.247180199
393,H,0.034,0.64556083,-0.560118744,-0.200076617,-0.582003313,-1.301292998,-0.941871154,0.288010125,-0.098250643
394,P,0.034,-1.181468983,-0.950584551,-0.781626097,-1.813129927,0.739457545,0.670778752,1.494796353,0.350226305
395,J,0.103,1.689577866,0.22081287,0.381472862,-0.274221637,-1.65314654,-1.69444111,-0.355609196,0.723957096
396,W,0.103,1.950582125,1.001744484,0.381472862,0.546529457,-2.216112207,-1.371911129,-0.757871272,-0.172996798
397,U,0.586,-0.920464724,-0.950584551,-1.363175576,-1.607942126,-0.034620247,-0.296811191,1.333891523,1.321926362
398,N,0.034,-0.137451947,-0.560118744,-0.781626097,-1.094972689,0.035750461,-0.296811191,0.931629447,-0.920458376
399,A,0.31,-0.920464724,-0.950584551,-0.781626097,-1.813129877,-0.034620247,0.02571879,1.172986692,-1.219443007
400,J,0.414,-0.920464724,-0.950584551,-0.781626097,-1.710535981,0.176491878,0.133228783,1.092534277,0.948195575
401,X,0.379,-0.659460465,-0.950584551,-0.781626097,-1.710535971,-0.667956623,0.133228783,0.770724616,0.574464786
402,A,0.759,-0.398456206,-0.950584551,-1.363175576,-0.889784878,0.457974712,-0.189301198,0.448914956,0.798703261
403,D,0.276,-0.920464724,-0.950584551,-1.363175576,-1.505348181,-0.316103081,0.240738777,1.092534277,0.649210947
404,Z,0.414,-1.181468983,-1.341050359,-1.363175576,-1.813129827,0.880198962,0.778288746,1.333891523,0.051241683
405,A,0.276,-0.920464724,-0.950584551,-0.781626097,-1.505348161,0.387604003,0.02571879,1.092534277,2.368372581
406,P,0.379,-0.920464724,-0.950584551,-1.363175576,-1.710535921,0.598716128,0.670778752,1.172986692,0.873449423
407,A,0.276,-0.659460465,-0.560118744,-0.781626097,-1.197566484,0.246862586,0.240738777,0.931629447,1.321926372
408,O,0.034,-0.398456206,-0.950584551,-0.781626097,-0.889784818,-0.949439456,0.348248771,0.448914956,0.948195583
409,Q,0.138,-0.398456206,-0.950584551,-0.781626097,-1.094972579,-0.456844497,-0.296811191,0.851177032,0.873449426
410,A,0.966,-0.398456206,-0.950584551,-1.363175576,-1.710535881,-0.316103081,-0.296811191,1.172986692,0.723957111
411,H,0.103,0.906565089,0.22081287,0.381472862,-0.069033706,-1.512405123,-1.586931116,-0.194704366,-0.471981415
412,A,0.414,-1.181468983,-1.341050359,-1.363175576,-1.710535861,0.52834542,0.670778752,1.333891523,0.649210956
413,Z,0.034,-0.659460465,-0.560118744,-0.781626097,-1.197566424,0.246862586,-0.404321185,1.172986692,0.948195588
414,A,0.276,-0.398456206,-0.950584551,-0.781626097,-1.197566414,-0.175361664,0.02571879,0.931629447,-0.397235254
415,A,0.483,-1.181468983,-0.950584551,-1.363175576,-1.710535831,1.020940379,0.670778752,1.253439108,1.247180222
416,U,0.552,-0.398456206,-0.560118744,-0.200076617,-1.094972509,-0.316103081,-0.511831179,0.609819786,1.022941749
417,D,0.793,-0.398456206,-0.950584551,-0.781626097,-1.197566384,-0.386473789,-0.404321185,1.253439108,0.424972486
418,A,0.276,-1.181468983,-1.341050359,-0.781626097,-1.710535801,0.880198962,0.88579874,1.172986692,1.172434067
419,P,0.276,-0.659460465,-0.950584551,-0.781626097,-1.813129677,-0.104990955,-0.189301198,1.012081862,0.72395712
420,R,0.621,-0.659460465,-0.950584551,-0.781626097,-1.710535781,-0.104990955,-0.296811191,0.931629447,0.873449437
421,A,0.069,-0.659460465,-0.950584551,-0.781626097,-1.505348001,-0.456844497,-0.081791204,0.770724616,1.022941754
422,Q,0.138,-0.398456206,-0.950584551,0.381472862,-0.889784678,-1.019810164,-0.296811191,-0.114251951,0.723957123
423,F,0.034,-0.920464724,-0.950584551,-0.781626097,-1.607941866,0.457974712,0.02571879,0.851177032,0.798703282
424,W,0.379,-0.659460465,-0.950584551,-0.781626097,-1.197566314,0.387604003,0.02571879,1.172986692,0.649210968
425,W,0.586,-0.920464724,-1.341050359,-1.363175576,-1.710535731,0.52834542,0.348248771,1.253439108,-0.247742927
426,W,0.034,-0.398456206,-0.560118744,-0.200076617,-1.30016018,-0.245732372,-0.619341173,1.012081862,0.723957127
427,H,0.793,-0.659460465,-0.950584551,-0.781626097,-1.813129597,0.10612117,0.02571879,1.253439108,1.02294176
428,J,0.241,-0.920464724,-0.950584551,-1.363175576,-1.710535701,1.161681796,0.563268758,1.494796353,0.798703287
429,A,0.138,-0.659460465,-0.950584551,-0.200076617,-0.992378494,-0.245732372,-0.404321185,0.770724616,0.574464814
430,K,0.621,-1.442473242,-0.169652937,-1.363175576,-2.531286764,-2.427224332,1.315838714,1.092534277,1.022941763
431,W,0.483,0.123552312,-0.560118744,0.381472862,-0.889784588,-0.527215206,-0.511831179,0.368462541,1.321926396
432,W,0.414,-0.398456206,-0.950584551,-0.781626097,-1.402754005,-0.456844497,-0.081791204,1.012081862,0.798703291
433,G,0.276,0.123552312,-0.560118744,-0.200076617,-1.30016011,-1.442034415,-1.264401135,0.609819786,1.919895661
434,O,0.103,-0.137451947,0.22081287,0.963022342,-0.582002903,0.317233295,0.670778752,0.368462541,0.424972503
435,A,0.103,1.950582125,1.001744484,0.381472862,0.546529847,-1.864258665,-1.264401135,-0.596966442,0.873449452
436,Q,0.034,-0.659460465,-0.950584551,-1.363175576,-1.30016008,-0.667956623,-0.081791204,0.931629447,0.350226347
437,C,0.414,-1.442473242,-1.341050359,-1.363175576,-2.531286694,3.413544464,2.068408671,1.736153599,-0.172996757
438,A,0.793,0.64556083,-0.169652937,0.381472862,-0.582002863,-1.371663706,-1.156891141,-0.114251951,-0.247742914
439,A,0.483,-0.659460465,-0.950584551,-0.781626097,-1.30016005,0.246862586,0.670778752,0.851177032,1.172434088
440,H,0.103,1.167569348,0.611278677,0.963022342,0.649123782,-1.793887957,-1.69444111,-0.677418857,1.247180247
441,R,0.793,-0.137451947,-0.950584551,-0.781626097,-1.30016003,-1.019810164,0.02571879,0.368462541,-0.098250595
442,N,0.517,2.211586384,0.611278677,1.544571821,-0.069033396,-2.779077874,0.778288746,1.253439108,0.424972511
443,H,0.276,-0.920464724,-0.560118744,-0.781626097,-1.30016001,-1.512405123,1.208328721,0.127105295,-0.621473698
444,L,0.517,0.384556571,0.22081287,0.963022342,-0.376815032,-0.808698039,-0.511831179,0.04665288,0.051241723
445,V,0.655,-1.442473242,-1.341050359,-1.363175576,-2.531286614,3.413544464,2.175918664,1.736153599,-0.322489065
446,A,0.103,1.950582125,1.782676098,1.544571821,1.162093268,-1.934629374,-1.801951104,-1.079680933,-0.322489064
447,Q,0.414,-0.137451947,0.22081287,-0.200076617,-0.582002773,-1.65314654,0.133228783,0.770724616,0.2754802
448,Q,0.517,0.123552312,-0.560118744,-0.781626097,-0.992378304,-1.019810164,-0.404321185,0.770724616,1.247180255
449,",",0.241,-0.398456206,-0.169652937,-0.200076617,0.136154445,0.246862586,0.02571879,0.690272201,-0.546727535
450,H,0.345,0.123552312,0.22081287,-0.200076617,-0.274221087,-1.090180873,-0.83436116,0.368462541,-0.098250586
451,H,0.103,2.733594902,1.782676098,1.544571821,1.675062745,-2.497595041,-2.447011066,-1.803752669,0.649210995
452,V,0.414,-0.920464724,-0.950584551,-0.781626097,-1.094972149,0.457974712,0.455758765,1.253439108,0.424972521
453,I,0.759,0.64556083,-0.169652937,-0.200076617,-0.376814942,-1.65314654,-1.156891141,0.20755771,0.49971868
454,C,0.828,0.384556571,0.22081287,-0.200076617,-0.376814932,-0.738327331,-0.619341173,0.529367371,-1.817412215
455,P,0.207,2.472590643,-0.560118744,-1.363175576,-0.376814922,-1.793887957,-0.404321185,-0.596966442,0.798703314
456,",",0.207,-0.137451947,0.22081287,0.963022342,0.443936171,-0.175361664,-0.081791204,-0.355609196,0.424972525
457,J,0.241,0.384556571,-0.560118744,-0.781626097,-0.889784328,0.739457545,0.02571879,0.690272201,0.873449474
458,H,0.103,2.211586384,1.782676098,0.963022342,1.264687273,-2.005000082,-1.909461097,-1.079680933,0.200734053
459,A,0.034,0.123552312,-0.169652937,0.381472862,0.03356066,-0.949439456,-0.619341173,-0.194704366,0.051241738
460,A,0.621,0.123552312,-0.169652937,-0.781626097,-0.069033216,-0.949439456,-0.83436116,0.20755771,-0.247742892
